CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4819074,Grimshaw,2020,Life Expectancy,Both,Years,77.99000
4819074,Grimshaw,2021,Life Expectancy,Both,Years,77.92000
4819074,Grimshaw,2022,Life Expectancy,Both,Years,77.84000
4815007,Crowsnest Pass,2011,Life Expectancy,Female,Years,79.80000
4815007,Crowsnest Pass,2012,Life Expectancy,Female,Years,80.38000
4815007,Crowsnest Pass,2013,Life Expectancy,Female,Years,80.34000
4815007,Crowsnest Pass,2014,Life Expectancy,Female,Years,80.17000
4815007,Crowsnest Pass,2015,Life Expectancy,Female,Years,80.62000
4815007,Crowsnest Pass,2016,Life Expectancy,Female,Years,80.27000
4815007,Crowsnest Pass,2017,Life Expectancy,Female,Years,80.14000
4815007,Crowsnest Pass,2018,Life Expectancy,Female,Years,80.39000
4815007,Crowsnest Pass,2019,Life Expectancy,Female,Years,80.13000
4815007,Crowsnest Pass,2020,Life Expectancy,Female,Years,80.16000
4815007,Crowsnest Pass,2021,Life Expectancy,Female,Years,79.94000
4815007,Crowsnest Pass,2022,Life Expectancy,Female,Years,80.10000
4815007,Crowsnest Pass,2011,Life Expectancy,Male,Years,75.90000
4815007,Crowsnest Pass,2012,Life Expectancy,Male,Years,76.35000
4815007,Crowsnest Pass,2013,Life Expectancy,Male,Years,76.39000
4815007,Crowsnest Pass,2014,Life Expectancy,Male,Years,76.75000
4815007,Crowsnest Pass,2015,Life Expectancy,Male,Years,76.70000
4815007,Crowsnest Pass,2016,Life Expectancy,Male,Years,77.53000
4815007,Crowsnest Pass,2017,Life Expectancy,Male,Years,77.54000
4815007,Crowsnest Pass,2018,Life Expectancy,Male,Years,78.07000
4815007,Crowsnest Pass,2019,Life Expectancy,Male,Years,78.33000
4815007,Crowsnest Pass,2020,Life Expectancy,Male,Years,77.88000
4815007,Crowsnest Pass,2021,Life Expectancy,Male,Years,76.88000
4815007,Crowsnest Pass,2022,Life Expectancy,Male,Years,76.34000
4815007,Crowsnest Pass,2011,Life Expectancy,Both,Years,77.80000
4815007,Crowsnest Pass,2012,Life Expectancy,Both,Years,78.30000
4815007,Crowsnest Pass,2013,Life Expectancy,Both,Years,78.30000
4815007,Crowsnest Pass,2014,Life Expectancy,Both,Years,78.42000
4815007,Crowsnest Pass,2015,Life Expectancy,Both,Years,78.61000
4815007,Crowsnest Pass,2016,Life Expectancy,Both,Years,78.86000
4815007,Crowsnest Pass,2017,Life Expectancy,Both,Years,78.81000
4815007,Crowsnest Pass,2018,Life Expectancy,Both,Years,79.20000
4815007,Crowsnest Pass,2019,Life Expectancy,Both,Years,79.20000
4815007,Crowsnest Pass,2020,Life Expectancy,Both,Years,79.00000
4815007,Crowsnest Pass,2021,Life Expectancy,Both,Years,78.36000
4815007,Crowsnest Pass,2022,Life Expectancy,Both,Years,78.12000
4815013,Kananaskis,2011,Life Expectancy,Female,Years,83.63000
4815013,Kananaskis,2012,Life Expectancy,Female,Years,83.30000
4815013,Kananaskis,2013,Life Expectancy,Female,Years,83.07000
4815013,Kananaskis,2014,Life Expectancy,Female,Years,83.08000
4815013,Kananaskis,2015,Life Expectancy,Female,Years,82.88000
4815013,Kananaskis,2016,Life Expectancy,Female,Years,82.78000
4815013,Kananaskis,2017,Life Expectancy,Female,Years,83.07000
4815013,Kananaskis,2018,Life Expectancy,Female,Years,83.16000
4815013,Kananaskis,2019,Life Expectancy,Female,Years,83.34000
4815013,Kananaskis,2020,Life Expectancy,Female,Years,83.40000
4815013,Kananaskis,2021,Life Expectancy,Female,Years,83.03000
4815013,Kananaskis,2022,Life Expectancy,Female,Years,83.20000
4815013,Kananaskis,2011,Life Expectancy,Male,Years,78.72000
4815013,Kananaskis,2012,Life Expectancy,Male,Years,78.91000
4815013,Kananaskis,2013,Life Expectancy,Male,Years,79.00000
4815013,Kananaskis,2014,Life Expectancy,Male,Years,79.17000
4815013,Kananaskis,2015,Life Expectancy,Male,Years,79.35000
4815013,Kananaskis,2016,Life Expectancy,Male,Years,79.51000
4815013,Kananaskis,2017,Life Expectancy,Male,Years,79.57000
4815013,Kananaskis,2018,Life Expectancy,Male,Years,79.99000
4815013,Kananaskis,2019,Life Expectancy,Male,Years,80.02000
4815013,Kananaskis,2020,Life Expectancy,Male,Years,79.82000
4815013,Kananaskis,2021,Life Expectancy,Male,Years,79.52000
4815013,Kananaskis,2022,Life Expectancy,Male,Years,79.23000
4815013,Kananaskis,2011,Life Expectancy,Both,Years,81.18000
4815013,Kananaskis,2012,Life Expectancy,Both,Years,81.12000
4815013,Kananaskis,2013,Life Expectancy,Both,Years,81.05000
4815013,Kananaskis,2014,Life Expectancy,Both,Years,81.13000
4815013,Kananaskis,2015,Life Expectancy,Both,Years,81.09000
4815013,Kananaskis,2016,Life Expectancy,Both,Years,81.12000
4815013,Kananaskis,2017,Life Expectancy,Both,Years,81.30000
4815013,Kananaskis,2018,Life Expectancy,Both,Years,81.56000
4815013,Kananaskis,2019,Life Expectancy,Both,Years,81.68000
4815013,Kananaskis,2020,Life Expectancy,Both,Years,81.60000
4815013,Kananaskis,2021,Life Expectancy,Both,Years,81.26000
4815013,Kananaskis,2022,Life Expectancy,Both,Years,81.18000
4815015,Bighorn No. 8,2011,Life Expectancy,Female,Years,83.63000
4815015,Bighorn No. 8,2012,Life Expectancy,Female,Years,83.30000
4815015,Bighorn No. 8,2013,Life Expectancy,Female,Years,83.07000
4815015,Bighorn No. 8,2014,Life Expectancy,Female,Years,83.08000
4815015,Bighorn No. 8,2015,Life Expectancy,Female,Years,82.88000
4815015,Bighorn No. 8,2016,Life Expectancy,Female,Years,82.78000
4815015,Bighorn No. 8,2017,Life Expectancy,Female,Years,83.07000
4815015,Bighorn No. 8,2018,Life Expectancy,Female,Years,83.16000
4815015,Bighorn No. 8,2019,Life Expectancy,Female,Years,83.34000
4815015,Bighorn No. 8,2020,Life Expectancy,Female,Years,83.40000
4815015,Bighorn No. 8,2021,Life Expectancy,Female,Years,83.03000
4815015,Bighorn No. 8,2022,Life Expectancy,Female,Years,83.20000
4815015,Bighorn No. 8,2011,Life Expectancy,Male,Years,78.72000
4815015,Bighorn No. 8,2012,Life Expectancy,Male,Years,78.91000
4815015,Bighorn No. 8,2013,Life Expectancy,Male,Years,79.00000
4815015,Bighorn No. 8,2014,Life Expectancy,Male,Years,79.17000
4815015,Bighorn No. 8,2015,Life Expectancy,Male,Years,79.35000
4815015,Bighorn No. 8,2016,Life Expectancy,Male,Years,79.51000
4815015,Bighorn No. 8,2017,Life Expectancy,Male,Years,79.57000
4815015,Bighorn No. 8,2018,Life Expectancy,Male,Years,79.99000
4815015,Bighorn No. 8,2019,Life Expectancy,Male,Years,80.02000
4815015,Bighorn No. 8,2020,Life Expectancy,Male,Years,79.82000
4815015,Bighorn No. 8,2021,Life Expectancy,Male,Years,79.52000
4815015,Bighorn No. 8,2022,Life Expectancy,Male,Years,79.23000
4815015,Bighorn No. 8,2011,Life Expectancy,Both,Years,81.18000
4815015,Bighorn No. 8,2012,Life Expectancy,Both,Years,81.12000
4815015,Bighorn No. 8,2013,Life Expectancy,Both,Years,81.05000
4815015,Bighorn No. 8,2014,Life Expectancy,Both,Years,81.13000
4815015,Bighorn No. 8,2015,Life Expectancy,Both,Years,81.09000
4815015,Bighorn No. 8,2016,Life Expectancy,Both,Years,81.12000
4815015,Bighorn No. 8,2017,Life Expectancy,Both,Years,81.30000
4815015,Bighorn No. 8,2018,Life Expectancy,Both,Years,81.56000
4815015,Bighorn No. 8,2019,Life Expectancy,Both,Years,81.68000
4815015,Bighorn No. 8,2020,Life Expectancy,Both,Years,81.60000
4815015,Bighorn No. 8,2021,Life Expectancy,Both,Years,81.26000
4815015,Bighorn No. 8,2022,Life Expectancy,Both,Years,81.18000
4811804,Enoch Cree Nation,2011,Life Expectancy,Female,Years,81.96000
4811804,Enoch Cree Nation,2012,Life Expectancy,Female,Years,81.81000
4811804,Enoch Cree Nation,2013,Life Expectancy,Female,Years,81.41000
4811804,Enoch Cree Nation,2014,Life Expectancy,Female,Years,81.52000
4811804,Enoch Cree Nation,2015,Life Expectancy,Female,Years,81.16000
4811804,Enoch Cree Nation,2016,Life Expectancy,Female,Years,81.00000
4811804,Enoch Cree Nation,2017,Life Expectancy,Female,Years,81.24000
4811804,Enoch Cree Nation,2018,Life Expectancy,Female,Years,81.05000
4811804,Enoch Cree Nation,2019,Life Expectancy,Female,Years,81.30000
4811804,Enoch Cree Nation,2020,Life Expectancy,Female,Years,81.05000
4811804,Enoch Cree Nation,2021,Life Expectancy,Female,Years,80.91000
4811804,Enoch Cree Nation,2022,Life Expectancy,Female,Years,80.97000
4811804,Enoch Cree Nation,2011,Life Expectancy,Male,Years,76.59000
4811804,Enoch Cree Nation,2012,Life Expectancy,Male,Years,76.88000
4811804,Enoch Cree Nation,2013,Life Expectancy,Male,Years,76.76000
4811804,Enoch Cree Nation,2014,Life Expectancy,Male,Years,76.69000
4811804,Enoch Cree Nation,2015,Life Expectancy,Male,Years,76.64000
4811804,Enoch Cree Nation,2016,Life Expectancy,Male,Years,77.07000
4811804,Enoch Cree Nation,2017,Life Expectancy,Male,Years,77.32000
4811804,Enoch Cree Nation,2018,Life Expectancy,Male,Years,78.12000
4811804,Enoch Cree Nation,2019,Life Expectancy,Male,Years,78.31000
4811804,Enoch Cree Nation,2020,Life Expectancy,Male,Years,78.09000
4811804,Enoch Cree Nation,2021,Life Expectancy,Male,Years,77.65000
4811804,Enoch Cree Nation,2022,Life Expectancy,Male,Years,77.16000
4811804,Enoch Cree Nation,2011,Life Expectancy,Both,Years,79.01000
4811804,Enoch Cree Nation,2012,Life Expectancy,Both,Years,79.11000
4811804,Enoch Cree Nation,2013,Life Expectancy,Both,Years,78.87000
4811804,Enoch Cree Nation,2014,Life Expectancy,Both,Years,78.88000
4811804,Enoch Cree Nation,2015,Life Expectancy,Both,Years,78.68000
4811804,Enoch Cree Nation,2016,Life Expectancy,Both,Years,78.85000
4811804,Enoch Cree Nation,2017,Life Expectancy,Both,Years,79.10000
4811804,Enoch Cree Nation,2018,Life Expectancy,Both,Years,79.46000
4811804,Enoch Cree Nation,2019,Life Expectancy,Both,Years,79.69000
4811804,Enoch Cree Nation,2020,Life Expectancy,Both,Years,79.47000
4811804,Enoch Cree Nation,2021,Life Expectancy,Both,Years,79.17000
4811804,Enoch Cree Nation,2022,Life Expectancy,Both,Years,78.94000
4815032,Improvement District No.  9 Banff,2011,Life Expectancy,Female,Years,86.32000
4815032,Improvement District No.  9 Banff,2012,Life Expectancy,Female,Years,87.12000
4815032,Improvement District No.  9 Banff,2013,Life Expectancy,Female,Years,87.85000
4815032,Improvement District No.  9 Banff,2014,Life Expectancy,Female,Years,87.71000
4815032,Improvement District No.  9 Banff,2015,Life Expectancy,Female,Years,87.90000
4815032,Improvement District No.  9 Banff,2016,Life Expectancy,Female,Years,89.08000
4815032,Improvement District No.  9 Banff,2017,Life Expectancy,Female,Years,89.24000
4815032,Improvement District No.  9 Banff,2018,Life Expectancy,Female,Years,88.31000
4815032,Improvement District No.  9 Banff,2019,Life Expectancy,Female,Years,88.43000
4815032,Improvement District No.  9 Banff,2020,Life Expectancy,Female,Years,87.98000
4815032,Improvement District No.  9 Banff,2021,Life Expectancy,Female,Years,88.85000
4815032,Improvement District No.  9 Banff,2022,Life Expectancy,Female,Years,88.40000
4815032,Improvement District No.  9 Banff,2011,Life Expectancy,Male,Years,82.14000
4815032,Improvement District No.  9 Banff,2012,Life Expectancy,Male,Years,83.04000
4815032,Improvement District No.  9 Banff,2013,Life Expectancy,Male,Years,83.81000
4815032,Improvement District No.  9 Banff,2014,Life Expectancy,Male,Years,84.00000
4815032,Improvement District No.  9 Banff,2015,Life Expectancy,Male,Years,84.39000
4815032,Improvement District No.  9 Banff,2016,Life Expectancy,Male,Years,85.23000
4815032,Improvement District No.  9 Banff,2017,Life Expectancy,Male,Years,84.46000
4815032,Improvement District No.  9 Banff,2018,Life Expectancy,Male,Years,84.92000
4815032,Improvement District No.  9 Banff,2019,Life Expectancy,Male,Years,85.89000
4815032,Improvement District No.  9 Banff,2020,Life Expectancy,Male,Years,85.53000
4815032,Improvement District No.  9 Banff,2021,Life Expectancy,Male,Years,85.35000
4815032,Improvement District No.  9 Banff,2022,Life Expectancy,Male,Years,85.75000
4815032,Improvement District No.  9 Banff,2011,Life Expectancy,Both,Years,84.08000
4815032,Improvement District No.  9 Banff,2012,Life Expectancy,Both,Years,84.71000
4815032,Improvement District No.  9 Banff,2013,Life Expectancy,Both,Years,85.63000
4815032,Improvement District No.  9 Banff,2014,Life Expectancy,Both,Years,85.74000
4815032,Improvement District No.  9 Banff,2015,Life Expectancy,Both,Years,86.10000
4815032,Improvement District No.  9 Banff,2016,Life Expectancy,Both,Years,87.11000
4815032,Improvement District No.  9 Banff,2017,Life Expectancy,Both,Years,86.84000
4815032,Improvement District No.  9 Banff,2018,Life Expectancy,Both,Years,86.52000
4815032,Improvement District No.  9 Banff,2019,Life Expectancy,Both,Years,87.09000
4815032,Improvement District No.  9 Banff,2020,Life Expectancy,Both,Years,86.70000
4815032,Improvement District No.  9 Banff,2021,Life Expectancy,Both,Years,87.10000
4815032,Improvement District No.  9 Banff,2022,Life Expectancy,Both,Years,87.09000
4811068,Morinville,2011,Life Expectancy,Female,Years,81.80000
4811068,Morinville,2012,Life Expectancy,Female,Years,81.87000
4811068,Morinville,2013,Life Expectancy,Female,Years,81.87000
4811068,Morinville,2014,Life Expectancy,Female,Years,81.99000
4811068,Morinville,2015,Life Expectancy,Female,Years,82.56000
4811068,Morinville,2016,Life Expectancy,Female,Years,81.99000
4811068,Morinville,2017,Life Expectancy,Female,Years,82.03000
4811068,Morinville,2018,Life Expectancy,Female,Years,81.98000
4811068,Morinville,2019,Life Expectancy,Female,Years,82.40000
4811068,Morinville,2020,Life Expectancy,Female,Years,82.59000
4811068,Morinville,2021,Life Expectancy,Female,Years,82.63000
4811068,Morinville,2022,Life Expectancy,Female,Years,82.60000
4811068,Morinville,2011,Life Expectancy,Male,Years,77.17000
4811068,Morinville,2012,Life Expectancy,Male,Years,77.60000
4811068,Morinville,2013,Life Expectancy,Male,Years,77.74000
4811068,Morinville,2014,Life Expectancy,Male,Years,78.06000
4811068,Morinville,2015,Life Expectancy,Male,Years,78.33000
4811068,Morinville,2016,Life Expectancy,Male,Years,78.74000
4811068,Morinville,2017,Life Expectancy,Male,Years,78.91000
4811068,Morinville,2018,Life Expectancy,Male,Years,78.91000
4811068,Morinville,2019,Life Expectancy,Male,Years,79.15000
4811068,Morinville,2020,Life Expectancy,Male,Years,79.21000
4811068,Morinville,2021,Life Expectancy,Male,Years,79.41000
4811068,Morinville,2022,Life Expectancy,Male,Years,79.14000
4811068,Morinville,2011,Life Expectancy,Both,Years,79.39000
4811068,Morinville,2012,Life Expectancy,Both,Years,79.67000
4811068,Morinville,2013,Life Expectancy,Both,Years,79.74000
4811068,Morinville,2014,Life Expectancy,Both,Years,79.99000
4811068,Morinville,2015,Life Expectancy,Both,Years,80.39000
4811068,Morinville,2016,Life Expectancy,Both,Years,80.34000
4811068,Morinville,2017,Life Expectancy,Both,Years,80.45000
4811068,Morinville,2018,Life Expectancy,Both,Years,80.41000
4811068,Morinville,2019,Life Expectancy,Both,Years,80.73000
4811068,Morinville,2020,Life Expectancy,Both,Years,80.84000
4811068,Morinville,2021,Life Expectancy,Both,Years,80.97000
4811068,Morinville,2022,Life Expectancy,Both,Years,80.81000
4811069,Legal,2011,Life Expectancy,Female,Years,81.80000
4811069,Legal,2012,Life Expectancy,Female,Years,81.87000
4811069,Legal,2013,Life Expectancy,Female,Years,81.87000
4811069,Legal,2014,Life Expectancy,Female,Years,81.99000
4811069,Legal,2015,Life Expectancy,Female,Years,82.56000
4811069,Legal,2016,Life Expectancy,Female,Years,81.99000
4811069,Legal,2017,Life Expectancy,Female,Years,82.03000
4811069,Legal,2018,Life Expectancy,Female,Years,81.98000
4811069,Legal,2019,Life Expectancy,Female,Years,82.40000
4811069,Legal,2020,Life Expectancy,Female,Years,82.59000
4811069,Legal,2021,Life Expectancy,Female,Years,82.63000
4811069,Legal,2022,Life Expectancy,Female,Years,82.60000
4811069,Legal,2011,Life Expectancy,Male,Years,77.17000
4811069,Legal,2012,Life Expectancy,Male,Years,77.60000
4811069,Legal,2013,Life Expectancy,Male,Years,77.74000
4811069,Legal,2014,Life Expectancy,Male,Years,78.06000
4811069,Legal,2015,Life Expectancy,Male,Years,78.33000
4811069,Legal,2016,Life Expectancy,Male,Years,78.74000
4811069,Legal,2017,Life Expectancy,Male,Years,78.91000
4811069,Legal,2018,Life Expectancy,Male,Years,78.91000
4811069,Legal,2019,Life Expectancy,Male,Years,79.15000
4811069,Legal,2020,Life Expectancy,Male,Years,79.21000
4811069,Legal,2021,Life Expectancy,Male,Years,79.41000
4811069,Legal,2022,Life Expectancy,Male,Years,79.14000
4811069,Legal,2011,Life Expectancy,Both,Years,79.39000
4811069,Legal,2012,Life Expectancy,Both,Years,79.67000
4811069,Legal,2013,Life Expectancy,Both,Years,79.74000
4811069,Legal,2014,Life Expectancy,Both,Years,79.99000
4811069,Legal,2015,Life Expectancy,Both,Years,80.39000
4811069,Legal,2016,Life Expectancy,Both,Years,80.34000
4811069,Legal,2017,Life Expectancy,Both,Years,80.45000
4811069,Legal,2018,Life Expectancy,Both,Years,80.41000
4811069,Legal,2019,Life Expectancy,Both,Years,80.73000
4811069,Legal,2020,Life Expectancy,Both,Years,80.84000
4811069,Legal,2021,Life Expectancy,Both,Years,80.97000
4811069,Legal,2022,Life Expectancy,Both,Years,80.81000
4811801,Ermineskin 138,2011,Life Expectancy,Female,Years,78.91000
4811801,Ermineskin 138,2012,Life Expectancy,Female,Years,78.68000
4811801,Ermineskin 138,2013,Life Expectancy,Female,Years,78.65000
4811801,Ermineskin 138,2014,Life Expectancy,Female,Years,78.52000
4811801,Ermineskin 138,2015,Life Expectancy,Female,Years,78.74000
4811801,Ermineskin 138,2016,Life Expectancy,Female,Years,78.86000
4811801,Ermineskin 138,2017,Life Expectancy,Female,Years,78.88000
4811801,Ermineskin 138,2018,Life Expectancy,Female,Years,78.80000
4811801,Ermineskin 138,2019,Life Expectancy,Female,Years,79.18000
4811801,Ermineskin 138,2020,Life Expectancy,Female,Years,78.55000
4811801,Ermineskin 138,2021,Life Expectancy,Female,Years,78.01000
4811801,Ermineskin 138,2022,Life Expectancy,Female,Years,77.71000
4811801,Ermineskin 138,2011,Life Expectancy,Male,Years,74.28000
4811801,Ermineskin 138,2012,Life Expectancy,Male,Years,74.50000
4811801,Ermineskin 138,2013,Life Expectancy,Male,Years,74.89000
4811801,Ermineskin 138,2014,Life Expectancy,Male,Years,74.37000
4811801,Ermineskin 138,2015,Life Expectancy,Male,Years,73.92000
4811801,Ermineskin 138,2016,Life Expectancy,Male,Years,74.02000
4811801,Ermineskin 138,2017,Life Expectancy,Male,Years,73.95000
4811801,Ermineskin 138,2018,Life Expectancy,Male,Years,74.22000
4811801,Ermineskin 138,2019,Life Expectancy,Male,Years,74.26000
4811801,Ermineskin 138,2020,Life Expectancy,Male,Years,73.93000
4811801,Ermineskin 138,2021,Life Expectancy,Male,Years,72.81000
4811801,Ermineskin 138,2022,Life Expectancy,Male,Years,71.68000
4811801,Ermineskin 138,2011,Life Expectancy,Both,Years,76.55000
4811801,Ermineskin 138,2012,Life Expectancy,Both,Years,76.56000
4811801,Ermineskin 138,2013,Life Expectancy,Both,Years,76.75000
4811801,Ermineskin 138,2014,Life Expectancy,Both,Years,76.40000
4811801,Ermineskin 138,2015,Life Expectancy,Both,Years,76.27000
4811801,Ermineskin 138,2016,Life Expectancy,Both,Years,76.36000
4811801,Ermineskin 138,2017,Life Expectancy,Both,Years,76.34000
4811801,Ermineskin 138,2018,Life Expectancy,Both,Years,76.44000
4811801,Ermineskin 138,2019,Life Expectancy,Both,Years,76.65000
